case_id,state,district,project_type,project_category,priority,land_area_acres,number_of_landowners,number_of_land_parcels,affected_villages,affected_households,private_land_pct,government_land_pct,current_stage,days_in_current_stage,survey_completed,ownership_verification_pending,notification_pending,objection_count,compensation_pending,approval_pending,pending_documents,missing_documents,dispute_count,court_case,total_processing_days,previous_stage_delay_days,district_historical_delay_rate,historical_average_delay_days,similar_case_average_delay_days,seasonal_factor,staff_workload_ratio,budget_release_delay_days,compensation_amount_lakh,delayed,expected_additional_delay_days
LA200806,Andhra Pradesh,NTR,Public Infrastructure,Development Project,Normal,33.3,29,17,11,17,95.2,4.8,Approval,71,1,1,0,0,0,1,1,0,3,0,190,13,0.467,70.3,50.1,0.9,0.23,5,105.76,1,83
LA202439,Odisha,Cuttack,Railway,Major Infrastructure,High,27.93,26,10,5,15,86,14,Possession,4,1,0,0,4,1,0,1,0,0,0,129,11,0.627,90.2,35.9,0.99,0.68,4,85,1,53
LA200757,Telangana,Warangal,Irrigation,Major Infrastructure,High,35.3,43,30,9,32,97.5,2.5,Compensation,19,1,1,0,6,0,0,0,0,0,0,142,18,0.152,35.2,47.2,1.06,0.59,4,86.24,0,45
LA202516,Karnataka,Dharwad,Highway,Major Infrastructure,Normal,55.19,31,11,9,14,44.8,55.2,Possession,13,1,1,0,1,0,0,2,2,0,0,87,11,0.375,51.8,56.6,1.18,0.35,8,259.87,0,43
LA201254,Odisha,Ganjam,Industrial,Development Project,Critical,41.88,32,19,2,31,84.3,15.7,Notification,61,1,0,1,2,1,1,0,0,0,0,145,5,0.54,75.2,40.4,1.08,0.65,3,185.4,1,65
LA200870,Andhra Pradesh,Krishna,Irrigation,Major Infrastructure,Normal,49.69,32,17,10,27,40.2,59.8,Award,36,0,1,0,1,0,0,2,2,1,0,153,11,0.208,47.2,45,1.04,0.77,6,193.07,1,64
LA202065,Maharashtra,Kolhapur,Industrial,Development Project,Normal,49.21,35,27,9,21,64.6,35.4,Objection,4,1,0,0,9,0,0,4,4,4,1,82,8,0.162,25.2,18.4,1.06,0.48,3,72.95,0,71
LA201411,Odisha,Cuttack,Highway,Major Infrastructure,Normal,41.29,32,22,12,20,46.3,53.7,Notification,27,1,0,0,1,0,0,1,0,0,0,200,28,0.532,,67,1.07,0.86,5,203.32,1,59
LA202361,Maharashtra,Nagpur,Industrial,Development Project,Normal,93.57,27,12,9,18,75.6,24.4,Approval,19,0,1,1,1,0,1,2,1,0,0,138,15,0.56,68.3,33,0.89,0.72,4,532.85,1,76
LA202288,Telangana,Warangal,Highway,Major Infrastructure,Critical,96.45,26,18,10,14,42.7,57.3,Survey,13,1,1,1,1,0,0,0,0,1,0,140,7,0.551,84.4,61.4,1.1,0.87,3,287.8,1,50
LA202859,Andhra Pradesh,Visakhapatnam,Railway,Major Infrastructure,High,32.36,37,19,12,24,63.2,36.8,Ownership Verification,42,1,0,0,3,1,1,3,1,3,0,178,10,0.521,76.1,21,1.03,0.44,2,73.54,1,73
LA201174,Odisha,Sambalpur,Industrial,Development Project,Normal,349.72,41,17,9,23,44.6,55.4,Ownership Verification,14,1,0,1,2,0,1,2,1,4,0,81,3,0.689,86.7,39.9,1.09,0.08,6,304.16,1,74
LA200543,Maharashtra,Nagpur,Public Infrastructure,Development Project,Normal,12.82,29,21,1,22,85.8,14.2,Ownership Verification,31,1,1,0,3,0,0,1,1,0,0,170,8,0.631,82.2,26.7,1.06,0.59,3,54.4,1,48
LA202105,Karnataka,Mysuru,Public Infrastructure,Development Project,Normal,49.17,24,17,7,16,68.7,31.3,Ownership Verification,34,1,1,0,3,1,0,3,0,0,0,180,4,0.288,46.1,23.8,0.98,0.72,3,205.51,1,58
LA201256,Telangana,Warangal,Highway,Major Infrastructure,High,26.8,31,23,6,16,63.5,36.5,Ownership Verification,20,1,1,1,0,1,0,3,0,2,0,124,7,0.508,60,68.7,0.97,0.53,4,110.78,1,70
LA201767,Karnataka,Bengaluru Rural,Railway,Major Infrastructure,High,72.95,26,15,2,15,48.6,51.4,Ownership Verification,36,1,1,0,1,0,0,0,0,2,0,164,6,0.377,61,26.4,0.93,0.6,5,136.03,1,49
LA201766,Telangana,Warangal,Public Infrastructure,Development Project,Normal,192.63,27,17,12,21,93,7,Ownership Verification,83,1,1,1,2,0,0,1,0,1,0,159,10,0.692,96.3,65.2,1.03,0.51,1,557.6,1,70
LA201290,Karnataka,Mysuru,Highway,Major Infrastructure,High,116.17,26,11,7,18,95.8,4.2,Notification,12,1,1,1,3,0,0,2,1,1,0,159,7,0.26,59.1,39.5,1.15,0.2,2,159.76,1,65
LA202422,Telangana,Nalgonda,Irrigation,Major Infrastructure,Normal,33.98,20,14,3,17,48.8,51.2,Survey,15,1,0,0,1,0,1,1,1,3,0,98,8,0.677,105.9,42.6,1.12,0.87,3,115.32,1,62
LA202528,Telangana,Nalgonda,Railway,Major Infrastructure,Critical,61.97,17,8,10,10,50.6,49.4,Survey,23,1,0,0,1,0,1,3,1,0,0,112,2,0.658,87.1,65.4,0.96,0.39,5,336.6,1,58
LA201344,Telangana,Warangal,Public Infrastructure,Development Project,Normal,17.98,32,20,5,20,43.7,56.3,Objection,49,1,1,0,2,0,0,1,0,5,1,189,14,0.44,63.6,38.6,0.91,0.83,1,103.08,1,99
LA201526,Maharashtra,Pune,Highway,Major Infrastructure,High,43.26,28,19,3,19,69.8,30.2,Survey,34,1,0,0,4,1,0,2,0,4,1,219,4,0.386,45.6,29.7,0.93,0.9,5,245.35,1,79
LA202895,Andhra Pradesh,Visakhapatnam,Irrigation,Major Infrastructure,Normal,43.31,27,18,3,17,35,65,Compensation,13,0,0,0,3,1,0,2,0,2,0,129,36,0.251,54.4,49.6,0.91,0.56,2,135.39,0,61
LA202687,Telangana,Medchal-Malkajgiri,Highway,Major Infrastructure,Normal,89.5,24,11,11,13,89.8,10.2,Ownership Verification,13,1,1,1,2,0,1,1,0,1,1,90,2,0.464,58.6,20.7,1.03,0.76,5,261.33,1,82
LA202195,Maharashtra,Kolhapur,Irrigation,Major Infrastructure,High,61.88,30,12,6,25,47.7,52.3,Compensation,18,1,1,0,1,0,1,0,0,1,0,136,6,0.314,47.3,33.3,1.11,0.52,3,168.77,0,49
LA202421,Telangana,Rangareddy,Railway,Major Infrastructure,Normal,33.51,31,20,7,14,45.4,54.6,Compensation,22,0,0,0,3,1,1,1,0,2,0,115,3,0.694,84.5,57.1,0.98,0.26,5,44.47,1,72
LA201678,Karnataka,Bengaluru Rural,Industrial,Development Project,Normal,19.69,26,19,7,21,77.3,22.7,Compensation,58,1,1,0,4,0,0,0,0,1,0,200,12,0.643,83.1,28.3,1.01,0.35,3,64.04,1,62
LA201287,Andhra Pradesh,NTR,Railway,Major Infrastructure,Critical,63.94,23,15,7,13,40.1,59.9,Possession,45,0,1,0,1,0,0,1,0,0,0,217,18,0.046,20.2,32.4,0.93,0.77,4,203.14,1,56
LA200436,Odisha,Sambalpur,Highway,Major Infrastructure,High,109.31,28,17,6,17,68.6,31.4,Survey,13,0,0,0,2,0,0,6,2,0,0,179,18,0.366,56.2,25.3,0.96,0.61,1,249.25,1,34
LA201728,Karnataka,Tumakuru,Railway,Major Infrastructure,High,15.29,28,11,3,24,51.5,48.5,Approval,8,1,0,0,3,0,1,2,2,0,0,153,13,0.458,68.7,23.3,1.13,0.63,7,25.7,1,60
LA200238,Maharashtra,Nagpur,Public Infrastructure,Development Project,Normal,67,25,10,8,22,54.3,45.7,Approval,25,1,0,1,1,1,1,2,1,0,0,134,2,0.108,40.1,17.2,1.08,0.58,4,63.7,0,59
LA202348,Karnataka,Bengaluru Rural,Highway,Major Infrastructure,Normal,309.09,37,24,6,27,35.1,64.9,Ownership Verification,69,1,1,0,1,0,0,1,1,0,0,191,10,0.63,83.4,56.9,1.15,0.76,6,874.04,1,57
LA200110,Odisha,Puri,Railway,Major Infrastructure,Normal,70.9,24,16,3,14,93.2,6.8,Possession,73,1,0,1,3,0,0,2,2,1,0,181,23,0.35,,24.6,1.18,0.71,2,192.45,1,78
LA202275,Karnataka,Mysuru,Public Infrastructure,Development Project,Critical,17.38,33,19,6,13,65.8,34.2,Ownership Verification,54,1,1,0,2,0,1,4,1,3,0,108,7,0.267,47.7,53,1.05,0.56,2,47.11,1,67
LA200164,Karnataka,Bengaluru Rural,Railway,Major Infrastructure,Normal,81.64,28,19,2,12,78.1,21.9,Compensation,17,0,0,0,2,0,0,2,1,1,0,82,6,0.626,101.5,29,0.89,0.73,5,238.21,1,43
LA200289,Odisha,Ganjam,Highway,Major Infrastructure,Normal,121.38,24,18,1,18,76.2,23.8,Compensation,20,1,1,1,1,1,0,2,1,1,0,108,32,0.389,62.2,34,0.99,0.94,5,320.74,1,95
LA200253,Maharashtra,Nashik,Railway,Major Infrastructure,Normal,69.04,21,14,8,8,50.7,49.3,Objection,6,1,0,0,5,0,0,4,0,2,0,98,8,0.652,81.6,44.7,1.11,0.67,4,,1,43
LA202584,Andhra Pradesh,Krishna,Industrial,Development Project,Normal,59.06,33,24,5,22,59.7,40.3,Award,10,1,0,1,2,0,1,1,0,2,0,157,8,0.175,37.7,30.9,1.03,0.84,3,206.3,1,49
LA201965,Telangana,Warangal,Highway,Major Infrastructure,High,56.77,27,19,12,16,99.9,0.1,Notification,37,0,0,0,1,0,0,4,3,0,0,118,15,0.559,70.1,42.2,0.94,0.72,8,317.42,1,59
LA201289,Andhra Pradesh,Visakhapatnam,Irrigation,Major Infrastructure,Normal,99.86,24,11,3,14,56,44,Notification,24,1,0,0,2,0,1,1,0,0,0,134,9,0.52,76,67.4,0.93,0.86,2,520,1,30
LA200745,Maharashtra,Pune,Irrigation,Major Infrastructure,High,61.83,31,15,6,23,66.5,33.5,Award,16,1,1,0,3,0,0,0,0,2,1,135,9,0.672,93.1,41.8,1.18,0.74,5,114.07,1,62
LA201207,Maharashtra,Pune,Highway,Major Infrastructure,High,32.67,26,20,2,21,81.3,18.7,Ownership Verification,11,1,1,0,5,0,1,1,0,1,0,112,2,0.108,16.6,32.4,1.03,0.83,4,104.46,1,55
LA202420,Andhra Pradesh,Tirupati,Highway,Major Infrastructure,High,60.85,18,12,9,6,76.1,23.9,Compensation,26,1,0,1,3,1,1,1,0,1,0,134,6,0.337,48.6,65.2,1.09,0.61,4,184.23,1,57
LA201392,Odisha,Khordha,Highway,Major Infrastructure,High,34.94,26,12,4,16,86.1,13.9,Ownership Verification,38,0,1,0,5,0,0,2,0,3,0,136,12,0.251,33.9,21.4,0.98,0.87,1,142.58,1,68
LA202334,Maharashtra,Nagpur,Highway,Major Infrastructure,Critical,146.91,38,17,9,21,33.6,66.4,Possession,32,0,0,0,2,0,0,1,0,4,0,114,14,0.659,87.1,34.2,1.1,0.27,4,386.43,0,74
LA200991,Odisha,Ganjam,Highway,Major Infrastructure,Normal,62.32,29,22,8,18,57.7,42.3,Compensation,13,1,0,1,2,1,0,1,0,5,1,99,6,0.4,,24.1,0.98,0.63,5,223.59,1,80
LA200840,Odisha,Puri,Highway,Major Infrastructure,High,247.91,24,18,8,12,78,22,Compensation,60,1,0,0,0,0,0,4,2,3,0,142,6,0.397,61.2,17.2,1.04,0.63,3,801.97,1,60
LA201150,Maharashtra,Nashik,Public Infrastructure,Development Project,Normal,9.09,33,24,6,19,30.5,69.5,Survey,6,1,0,0,3,0,0,1,0,3,0,103,7,0.546,68.9,18.1,1.03,0.81,2,33.79,1,46
LA201222,Andhra Pradesh,NTR,Highway,Major Infrastructure,Normal,26.06,23,11,4,14,96,4,Award,7,1,0,0,1,0,1,1,1,0,0,102,40,0.17,41.1,14.2,0.95,0.49,8,46,1,60
LA201744,Telangana,Warangal,Irrigation,Major Infrastructure,Critical,90.34,25,17,10,17,67.7,32.3,Ownership Verification,30,1,1,0,4,1,0,3,2,2,0,135,43,0.676,97,33.1,1.02,0.52,3,67.19,1,104
LA202401,Andhra Pradesh,Tirupati,Railway,Major Infrastructure,Critical,87.13,28,11,5,19,77.7,22.3,Approval,12,1,1,1,3,0,1,1,0,2,0,157,7,0.344,53.3,45.2,0.93,0.64,4,176.33,1,68
LA200462,Telangana,Rangareddy,Public Infrastructure,Development Project,Critical,94.62,37,23,11,13,54.9,45.1,Approval,25,1,1,0,1,0,1,2,1,1,0,112,24,0.454,62.8,49.1,1.05,0.3,5,409.57,1,78
LA201310,Karnataka,Mysuru,Irrigation,Major Infrastructure,Normal,46.5,31,13,1,23,57.5,42.5,Notification,6,1,0,0,1,0,0,1,1,3,0,163,11,0.5,79.7,57.1,0.94,0.77,3,93.11,0,46
LA201436,Karnataka,Mysuru,Highway,Major Infrastructure,High,62.56,22,8,5,20,56,44,Ownership Verification,14,1,0,0,1,0,0,0,0,1,0,135,4,0.713,92,31.7,1.1,0.83,1,211.46,1,38
LA200158,Maharashtra,Nashik,Irrigation,Major Infrastructure,High,68.43,32,12,9,29,53.5,46.5,Compensation,83,1,0,0,4,1,0,6,2,2,0,198,26,0.424,69.4,71.9,0.93,0.61,7,161.85,1,104
LA201912,Maharashtra,Nagpur,Highway,Major Infrastructure,Normal,378.54,27,12,7,11,96,4,Approval,41,1,1,0,2,0,0,3,1,1,1,121,17,0.25,44.4,26.7,0.96,0.81,3,789.98,1,82
LA202360,Odisha,Khordha,Highway,Major Infrastructure,Critical,63.56,37,14,4,13,90,10,Possession,26,1,0,0,5,0,0,2,0,0,0,174,17,0.252,45.8,30.6,0.97,0.37,4,83.61,1,43
LA200678,Telangana,Nalgonda,Irrigation,Major Infrastructure,Critical,31.59,33,20,1,29,65.5,34.5,Survey,31,1,1,0,2,0,0,2,0,1,0,181,8,0.25,39.8,22.1,1.13,0.65,1,130.13,0,44
LA202849,Telangana,Nalgonda,Railway,Major Infrastructure,High,131.73,29,14,11,19,36.3,63.7,Award,61,1,0,0,2,0,0,2,1,4,1,172,3,0.445,66.3,20.3,1.05,0.74,3,419.89,0,84
LA201873,Telangana,Nalgonda,Irrigation,Major Infrastructure,High,94.13,26,11,9,19,77.6,22.4,Compensation,15,1,0,0,3,1,0,0,0,3,0,134,25,0.102,37,40.7,0.99,0.47,2,253.24,0,47
LA200239,Karnataka,Mysuru,Highway,Major Infrastructure,High,67.1,36,14,7,17,82.6,17.4,Award,29,1,0,0,4,0,0,3,0,2,0,120,10,0.453,69.7,89.3,1.11,0.77,4,181.23,1,43
LA202918,Karnataka,Tumakuru,Irrigation,Major Infrastructure,Normal,48.94,44,27,7,28,57.1,42.9,Survey,68,1,1,0,4,0,0,1,0,2,0,141,6,0.346,42.8,37.5,0.94,0.73,1,221.91,1,56
LA201092,Andhra Pradesh,Guntur,Highway,Major Infrastructure,Normal,35.3,26,10,3,20,75.6,24.4,Award,20,1,1,1,0,0,0,1,1,1,0,128,7,0.76,96.6,64.5,0.93,0.5,5,56.84,1,73
LA202871,Maharashtra,Kolhapur,Railway,Major Infrastructure,Normal,,22,17,11,18,94.2,5.8,Objection,58,1,0,0,3,0,0,4,1,2,0,105,1,0.187,42,12.3,1.14,0.77,5,154.95,1,44
LA200101,Odisha,Ganjam,Irrigation,Major Infrastructure,High,66.8,30,21,12,21,93.5,6.5,Compensation,31,1,0,0,2,1,0,3,1,1,0,89,5,0.236,37.5,41.6,1.15,0.66,4,352.02,0,62
LA200316,Maharashtra,Kolhapur,Public Infrastructure,Development Project,High,32.84,36,19,7,21,49.4,50.6,Award,34,0,0,0,1,1,1,0,0,1,0,193,16,0.301,45,42.3,1.08,0.71,3,135.36,1,80
LA201024,Odisha,Cuttack,Irrigation,Major Infrastructure,Critical,164.03,31,21,11,15,98.1,1.9,Approval,34,1,0,0,3,1,1,1,1,3,0,170,12,0.369,57.1,35.3,0.91,0.35,2,387.04,1,66
LA202747,Karnataka,Belagavi,Highway,Major Infrastructure,High,179.3,33,24,9,33,53.6,46.4,Notification,14,1,0,1,4,1,0,1,0,2,0,141,17,0.656,93,40.3,0.92,0.65,9,179.4,1,64
LA200768,Karnataka,Tumakuru,Railway,Major Infrastructure,Critical,244.68,32,19,5,22,81.4,18.6,Ownership Verification,20,1,1,0,1,0,0,1,0,1,0,174,17,0.435,63.7,43.2,0.9,0.55,6,1065.59,1,65
LA201345,Maharashtra,Aurangabad,Industrial,Development Project,Critical,460.62,23,11,11,15,61.4,38.6,Ownership Verification,9,1,0,0,4,1,1,1,0,2,0,151,5,0.486,67.3,27.1,1.13,0.39,5,871.14,0,64
LA200262,Maharashtra,Nagpur,Industrial,Development Project,High,58.81,22,15,10,12,37,63,Objection,19,1,0,0,2,0,0,2,1,1,0,102,12,0.595,81.4,66.3,0.89,0.7,2,66.75,0,35
LA201452,Telangana,Medchal-Malkajgiri,Highway,Major Infrastructure,Critical,108.09,28,13,12,19,98.2,1.8,Possession,34,1,0,0,1,0,0,4,2,1,0,160,26,0.657,92.8,48.4,1.07,0.75,1,309.06,1,72
LA202835,Odisha,Ganjam,Public Infrastructure,Development Project,High,102.96,25,16,6,10,81,19,Possession,28,0,0,1,2,0,1,0,0,0,0,119,23,0.372,53.9,27.1,1.1,0.68,2,394.97,1,53
LA200196,Odisha,Puri,Railway,Major Infrastructure,Critical,74.24,29,21,9,21,92.2,7.8,Compensation,6,1,0,0,4,1,0,1,0,1,1,143,7,0.334,66,12.5,1.18,0.69,2,175.4,1,59
LA201776,Maharashtra,Nashik,Highway,Major Infrastructure,Normal,49.96,36,25,2,26,42.4,57.6,Possession,46,0,0,0,3,0,0,3,1,1,0,141,6,0.193,50.5,15.4,0.97,0.38,3,136.58,1,52
LA202842,Telangana,Hyderabad,Public Infrastructure,Development Project,Normal,131.98,26,20,6,14,74.4,25.6,Objection,27,1,0,0,1,0,0,1,0,3,0,221,41,0.657,96.1,38.9,1.1,0.77,4,471.96,1,69
LA201736,Karnataka,Belagavi,Irrigation,Major Infrastructure,High,92.1,27,20,3,18,67.8,32.2,Award,33,1,1,0,1,0,0,2,1,2,0,121,7,0.507,68.1,35.9,1.01,0.59,3,304.4,1,45
LA200180,Telangana,Hyderabad,Irrigation,Major Infrastructure,Normal,229.75,27,20,2,13,91.5,8.5,Award,64,0,0,0,3,0,0,1,1,2,0,191,12,0.261,47.1,26.7,1.17,0.55,3,262.65,1,62
LA202923,Maharashtra,Pune,Highway,Major Infrastructure,Critical,57.51,36,14,8,25,56.1,43.9,Approval,22,1,0,0,4,1,0,5,3,1,0,117,4,0.725,98.9,45,1.06,0.77,8,70.27,1,77
LA200341,Maharashtra,Aurangabad,Public Infrastructure,Development Project,Normal,204.69,20,11,6,9,87.9,12.1,Notification,8,1,0,0,3,1,0,3,1,3,0,113,19,0.651,81.7,47.5,1.02,0.34,5,861.2,1,66
LA201100,Maharashtra,Nagpur,Railway,Major Infrastructure,High,79.98,21,10,3,18,44.5,55.5,Compensation,32,1,0,0,1,1,0,1,0,1,0,97,19,0.575,78.3,18.4,1.14,0.41,7,,1,62
LA201544,Andhra Pradesh,NTR,Industrial,Development Project,High,63.35,24,16,8,10,67.4,32.6,Approval,24,1,0,1,3,0,1,1,0,2,0,222,15,0.39,61.6,83.6,1.14,0.85,6,209,1,69
LA200749,Andhra Pradesh,Guntur,Railway,Major Infrastructure,High,177.86,31,19,12,22,53.3,46.7,Possession,36,1,0,0,1,1,0,0,0,2,0,110,16,0.481,59.4,32,1.14,0.58,3,690.33,1,66
LA202756,Telangana,Hyderabad,Highway,Major Infrastructure,Normal,232.34,24,12,4,20,96.4,3.6,Objection,59,1,0,0,1,0,0,2,1,2,1,176,15,0.448,73.1,27.4,1.01,0.87,5,1136.04,1,81
LA200663,Andhra Pradesh,Krishna,Irrigation,Major Infrastructure,High,51.05,30,17,10,21,80,20,Approval,29,1,0,0,4,0,1,0,0,1,0,171,10,0.674,94.7,46.8,1.13,0.51,3,75.87,1,54
LA200481,Telangana,Nalgonda,Public Infrastructure,Development Project,High,209.85,32,17,5,24,64.6,35.4,Possession,37,0,1,0,3,0,0,0,0,2,0,121,8,0.715,95.9,35.2,0.97,0.38,5,828.06,0,55
LA202139,Karnataka,Belagavi,Railway,Major Infrastructure,High,74.46,37,20,4,21,50.6,49.4,Ownership Verification,73,1,0,1,2,0,0,0,0,1,0,255,19,0.265,42.9,22.3,1.04,0.36,5,274.56,1,55
LA200872,Telangana,Warangal,Industrial,Development Project,Critical,70.41,41,23,7,36,95.6,4.4,Objection,25,1,0,0,2,0,0,2,1,0,0,115,7,0.519,68.4,42,1.17,0.74,3,147.02,1,37
LA201454,Maharashtra,Nagpur,Highway,Major Infrastructure,Normal,32.99,27,20,8,23,74.5,25.5,Compensation,33,1,0,0,2,1,0,1,0,0,0,221,25,0.442,69.1,22.2,1.03,0.61,4,96.95,1,63
LA202953,Andhra Pradesh,Guntur,Industrial,Development Project,High,48.82,29,10,9,27,39.9,60.1,Notification,38,1,0,0,3,1,0,4,1,1,0,181,20,0.564,71.8,34.8,1.16,0.5,4,45.42,1,62
LA200550,Andhra Pradesh,NTR,Highway,Major Infrastructure,Normal,54.26,36,26,1,17,68.1,31.9,Compensation,48,0,0,0,1,1,1,1,0,2,0,165,5,0.574,82.2,47.5,0.99,0.69,1,131.61,1,62
LA202021,Maharashtra,Aurangabad,Highway,Major Infrastructure,Critical,34.46,27,11,12,27,60.3,39.7,Compensation,5,1,0,0,3,0,1,1,0,3,0,71,5,0.043,29.9,28.5,1.05,0.77,2,187.85,0,45
LA202709,Maharashtra,Aurangabad,Highway,Major Infrastructure,Normal,74.21,23,18,11,12,55.8,44.2,Possession,12,1,0,0,0,0,0,4,0,2,0,153,15,0.629,95.6,39.4,0.95,0.82,5,191.03,1,56
LA200743,Telangana,Hyderabad,Railway,Major Infrastructure,High,95.79,28,12,8,17,47,53,Approval,13,1,1,0,2,0,1,3,0,0,0,112,17,0.56,83.1,,1.01,0.32,9,334.71,0,64
LA202416,Andhra Pradesh,NTR,Irrigation,Major Infrastructure,High,33.41,28,14,1,20,78.5,21.5,Possession,66,1,0,0,4,0,1,0,0,0,0,162,0,0.595,74.2,25.7,0.94,0.76,1,130.23,1,40
LA202638,Karnataka,Tumakuru,Industrial,Development Project,Normal,,24,11,1,16,99,1,Compensation,18,0,0,0,5,1,0,3,2,0,0,112,8,0.404,62.4,38.3,1.08,0.82,6,252.36,0,52
LA202567,Karnataka,Bengaluru Rural,Railway,Major Infrastructure,Normal,193.26,36,27,1,26,64,36,Compensation,59,1,1,0,0,1,0,0,0,0,1,187,5,0.243,39.2,87.2,1.17,0.61,5,773.39,1,93
LA202293,Karnataka,Tumakuru,Public Infrastructure,Development Project,Normal,69.5,33,15,3,20,36.8,63.2,Objection,14,1,1,0,2,1,1,0,0,3,0,116,11,0.529,76.1,30,0.92,0.64,4,80.27,1,76
LA201910,Karnataka,Mysuru,Industrial,Development Project,High,188.41,30,18,11,22,64.1,35.9,Compensation,35,1,0,0,3,1,0,3,2,1,0,89,11,0.578,72.6,20.9,0.94,0.66,4,748.94,1,68
LA200791,Karnataka,Bengaluru Rural,Industrial,Development Project,High,58.95,27,12,5,20,80.6,19.4,Ownership Verification,57,1,0,0,4,0,0,1,1,0,0,123,7,0.117,15.7,122.8,1.05,0.53,5,82.21,1,31
LA202121,Maharashtra,Aurangabad,Public Infrastructure,Development Project,Normal,55.43,32,24,11,25,64,36,Objection,23,1,0,0,2,1,0,1,0,1,0,106,25,0.4,61.3,28.6,0.89,0.72,5,174.39,1,69
LA201447,Karnataka,Dharwad,Highway,Major Infrastructure,Normal,84.18,24,9,3,20,89.6,10.4,Notification,12,1,0,0,2,0,0,1,1,1,0,96,9,0.572,82.7,36.3,0.95,0.64,5,333.6,1,43
LA200248,Andhra Pradesh,Tirupati,Irrigation,Major Infrastructure,High,144.08,29,21,9,16,37.4,62.6,Ownership Verification,21,1,1,0,3,0,0,2,1,3,0,123,22,0.388,57.8,41.9,1.17,0.6,6,118.25,1,74
LA200830,Telangana,Nalgonda,Highway,Major Infrastructure,High,40.94,34,20,8,19,84.4,15.6,Ownership Verification,1,1,0,0,3,0,0,2,1,0,0,162,26,0.451,65.8,63,0.89,0.82,5,131.56,1,54
LA201125,Maharashtra,Aurangabad,Public Infrastructure,Development Project,High,,23,11,8,19,43,57,Objection,51,1,1,0,0,0,0,2,2,3,0,194,7,0.413,57.2,76.4,0.94,0.46,1,57.73,0,69
LA202721,Telangana,Hyderabad,Highway,Major Infrastructure,Normal,95.56,26,16,1,14,42.8,57.2,Objection,23,1,0,0,1,0,0,1,1,2,0,108,12,0.739,103,42.9,0.88,0.67,3,198.23,1,48
LA200627,Odisha,Khordha,Irrigation,Major Infrastructure,High,5,26,18,1,18,38.6,61.4,Ownership Verification,69,1,0,0,2,0,0,2,0,0,0,175,6,0.331,56,19.3,0.94,0.4,4,23.55,1,35
LA200348,Andhra Pradesh,Tirupati,Highway,Major Infrastructure,Normal,46.17,29,19,7,17,71.3,28.7,Compensation,51,1,0,0,3,1,0,2,2,3,0,157,6,0.461,67.9,16.9,0.97,0.63,4,38.62,1,75
LA200279,Andhra Pradesh,NTR,Irrigation,Major Infrastructure,Normal,123.87,21,11,11,15,48,52,Ownership Verification,10,1,1,0,2,0,1,3,0,1,0,86,5,0.581,72.2,19,0.99,0.32,5,316.86,0,59
LA201784,Maharashtra,Nagpur,Highway,Major Infrastructure,Normal,33.96,25,15,9,16,41,59,Ownership Verification,47,1,1,0,0,1,1,1,0,3,0,199,5,0.56,84.4,24.3,1.07,0.22,6,45.46,1,67
LA202281,Karnataka,Tumakuru,Irrigation,Major Infrastructure,High,87.08,24,17,6,16,85.9,14.1,Objection,35,1,0,0,1,0,0,0,0,1,0,165,5,0.524,65,122.7,0.99,0.69,5,192.9,1,46
LA200656,Karnataka,Dharwad,Highway,Major Infrastructure,High,84.34,24,10,1,11,88.6,11.4,Ownership Verification,43,1,0,0,1,0,0,0,0,1,1,125,8,0.472,64.3,53,1.12,0.5,4,441.65,0,56
LA201214,Maharashtra,Nashik,Industrial,Development Project,High,67.98,,13,2,13,39,61,Approval,28,1,1,0,3,0,1,2,0,2,0,112,12,0.468,72.4,53.8,0.91,0.7,0,188.19,1,58
LA200839,Telangana,Warangal,Public Infrastructure,Development Project,High,101.82,22,9,3,18,63.9,36.1,Award,25,1,0,0,0,1,0,2,1,2,1,118,17,0.488,70.5,21.4,1.17,0.45,2,248.91,1,73
LA202625,Andhra Pradesh,Visakhapatnam,Irrigation,Major Infrastructure,Critical,77.62,20,10,8,9,42,58,Possession,7,0,0,0,2,0,1,1,1,0,0,115,14,0.375,58.6,29.4,0.89,0.41,3,235.97,1,37
LA202589,Maharashtra,Aurangabad,Public Infrastructure,Development Project,Critical,43.86,31,23,1,25,87.9,12.1,Objection,33,1,0,1,2,0,1,2,1,1,0,104,25,0.446,67.3,48.5,1.13,0.53,3,85.73,1,79
LA202351,Andhra Pradesh,Visakhapatnam,Public Infrastructure,Development Project,Normal,58.36,27,20,11,23,56.3,43.7,Objection,31,1,0,1,0,0,0,0,0,0,0,206,1,0.735,101.6,28.8,1.05,0.73,2,126.35,0,42
LA201710,Odisha,Khordha,Railway,Major Infrastructure,Normal,132.42,28,20,10,22,75.7,24.3,Award,18,1,0,0,1,0,0,1,1,2,0,154,10,0.463,75.3,26,1.02,0.93,2,488.01,1,30
LA202024,Karnataka,Belagavi,Industrial,Development Project,High,91.63,33,18,11,29,88.2,11.8,Ownership Verification,16,0,1,0,1,1,0,6,4,1,0,191,26,0.751,103.8,40.7,1.16,0.33,3,265.55,1,85
LA200977,Maharashtra,Pune,Irrigation,Major Infrastructure,Critical,31.05,31,19,10,10,59.9,40.1,Ownership Verification,150,1,1,0,5,0,0,2,2,2,0,281,11,0.814,101.1,54.3,0.92,0.66,7,103.97,1,113
